FinalColonyCount,LogFinalToStart
5180.0,-0.3011050927839216
6600.0,-0.12783337150988489
7140.0,-0.1743533871447778
7360.0,-0.08338160893905101
5775.0,-0.2613647641344075
30450.0,-0.13926206733350766
27390.0,-0.18632957819149348
34000.0,-0.16251892949777494
24839.999999999996,-0.37106368139083207
25200.0,-0.1743533871447778
11570.0,-0.11653381625595151
11610.0,-0.15082288973458366
16099.999999999998,-0.35667494393873245
20930.0,-0.09431067947124129
21870.0,-0.21072103131565253
1224000.0,-0.16251892949777494
936000.0,-0.10536051565782628
657000.0,-0.10536051565782628
660000.0,-0.12783337150988489
969000.0,-0.16251892949777494
3080.0,-0.12783337150988489
11040.0,-0.08338160893905101
24650.0,-0.16251892949777494
21600.0,-0.10536051565782628
5520.0,-0.08338160893905101
3042.0,-0.2484613592984996
2910.0,-0.030459207484708574
3663.0,-0.01005033585350145
2976.0,-0.07257069283483537
2430.0,-0.10536051565782628
265350.0,-0.13926206733350766
176400.0,-0.1743533871447778
137760.0,-0.1743533871447778
189200.0,-0.15082288973458366
203350.0,-0.18632957819149348
89440.0,-0.15082288973458366
92340.0,-0.21072103131565253
95040.0,-0.12783337150988489
93500.0,-0.16251892949777494
80000.0,-0.2231435513142097
10080.0,-0.040821994520255166
13365.0,-0.01005033585350145
11745.0,-0.21072103131565253
12350.0,-0.05129329438755058
14700.0,-0.020202707317519466
77760.0,-0.040821994520255166
56420.0,-0.09431067947124129
71200.0,-0.11653381625595151
102850.0,-0.16251892949777494
83700.0,-0.07257069283483537
3600.0,-0.5108256237659907
8170.0,-0.15082288973458366
12600.0,-0.10536051565782628
13300.0,-0.05129329438755058
5810.0,-0.18632957819149348
7020.0,-0.2484613592984996
7200.0,-0.10536051565782628
13350.0,-0.11653381625595151
10350.0,-0.10536051565782628
5720.0,-0.12783337150988489
10250.0,-0.19845093872383832
11750.0,-0.06187540371808753
26680.0,-0.08338160893905101
30800.0,-0.12783337150988489
13365.0,-0.21072103131565253
3542.0,-0.2613647641344075
5400.0,-0.10536051565782628
8010.0,-0.11653381625595151
5100.0,-0.5108256237659907
3713.0,-0.23572233352106983
4575.0,-0.4942963218147801
6600.0,-0.12783337150988489
8700.0,-0.13926206733350766
7395.0,-0.13926206733350766
5670.0,-0.21072103131565253
42840.0,-0.1743533871447778
42240.0,-0.040821994520255166
48000.0,-0.040821994520255166
51150.0,-0.07257069283483537
58480.0,-0.15082288973458366
2914.0,-0.06187540371808753
4094.0,-0.11653381625595151
5520.0,-0.08338160893905101
4653.0,-0.01005033585350145
2090.0,-0.05129329438755058
4425.000000000001,-0.5276327420823718
