year,quarter,Starting colonies,Maximum colonies,Lost colonies,Percent lost,Added colonies,Varroa mites,Other pests,Diseases,Pesticides,Other,Unknown,year_and_quarter,state_idx,region_idx,subregion_idx,State_Alabama,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,region_midwest,region_northeast,region_south,region_west,subregion_east north central,subregion_east south central,subregion_mid atlantic,subregion_mountain,subregion_new england,subregion_pacific,subregion_south atlantic,subregion_west north central,subregion_west south central
2016,Q4,21000.0,21000.0,3100.0,15.0,120.0,-0.27777777777777773,-0.3893805309734514,-0.23529411764705882,-0.10655737704918039,0.10169491525423738,0.08750000000000002,2016-10-01,33,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2017,Q4,94000.0,94000.0,10000.0,11.0,70.0,0.988095238095238,1.442477876106195,7.705882352941176,1.7622950819672132,-0.06779661016949151,-0.2375,2017-10-01,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2017,Q2,12000.0,12000.0,70.0,1.0,3000.0,2.507936507936508,-0.2920353982300885,0.0,0.0,-0.6610169491525423,0.0,2017-04-01,8,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020,Q2,16000.0,16000.0,1500.0,9.0,6000.0,-0.3769841269841269,-0.27433628318584075,0.0,-0.418032786885246,1.8305084745762712,0.5874999999999999,2020-04-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2018,Q2,72000.0,430000.0,11000.0,3.0,30000.0,-0.03968253968253968,0.044247787610619475,0.8823529411764705,0.20491803278688525,-0.06779661016949151,0.38749999999999996,2018-04-01,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2017,Q3,94000.0,101000.0,13500.0,13.0,7500.0,1.1388888888888888,0.3185840707964602,2.7941176470588234,1.598360655737705,0.35593220338983056,-0.2375,2017-07-01,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020,Q2,64000.0,85000.0,1500.0,2.0,11000.0,0.4880952380952381,0.3982300884955753,0.11764705882352944,0.4180327868852459,-0.18644067796610161,-0.4125,2020-04-01,19,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2020,Q3,8500.0,8500.0,1200.0,14.0,910.0,0.07142857142857145,0.11504424778761069,0.0,0.0,-0.03389830508474579,0.7625,2020-07-01,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016,Q1,6000.0,6000.0,2900.0,48.0,60.0,-0.6349206349206349,-0.3893805309734514,-0.49999999999999994,-0.4672131147540984,-0.3220338983050847,9.6875,2016-01-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2021,Q2,9500.0,9500.0,2700.0,28.0,2800.0,1.1706349206349207,3.36283185840708,-0.38235294117647056,-0.2213114754098361,0.2542372881355932,5.8125,2021-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016,Q3,3100.0,3100.0,270.0,9.0,890.0,-0.2738095238095237,-0.47787610619469034,0.0,-0.5327868852459017,0.11864406779661019,-0.4875,2016-07-01,5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020,Q2,15500.0,16500.0,1700.0,10.0,9500.0,-0.07539682539682534,0.4424778761061947,1.2941176470588236,0.38524590163934425,0.5084745762711864,2.6375,2020-04-01,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016,Q3,9500.0,9500.0,530.0,6.0,450.0,-0.46031746031746024,0.15044247787610615,1.4705882352941175,-0.5491803278688525,-0.15254237288135591,1.2875,2016-07-01,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,Q2,17000.0,17000.0,3600.0,21.0,4200.0,-0.8968253968253966,-0.43362831858407086,0.0,0.0,0.4576271186440678,-0.4375,2021-04-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015,Q1,1440000.0,1690000.0,255000.0,15.0,250000.0,-0.03968253968253968,0.017699115044247805,0.3529411764705882,0.6639344262295082,0.3728813559322034,0.012499999999999956,2015-01-01,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2017,Q3,590000.0,670000.0,67000.0,10.0,73000.0,0.6587301587301586,0.7787610619469028,1.1176470588235292,1.6311475409836065,0.983050847457627,0.21250000000000002,2017-07-01,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016,Q4,3500.0,3500.0,280.0,8.0,,-0.5952380952380951,-0.5486725663716815,-0.49999999999999994,0.0,0.2542372881355932,-0.6625,2016-10-01,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,Q4,6500.0,6500.0,830.0,13.0,210.0,0.05952380952380952,1.3893805309734515,0.0,-0.516393442622951,-0.2033898305084745,1.5625,2018-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018,Q1,3800.0,3800.0,1000.0,26.0,240.0,-0.2619047619047618,-0.5309734513274337,-0.2941176470588235,-0.4344262295081968,0.8474576271186441,1.1125,2018-01-01,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,Q2,4000.0,10000.0,810.0,8.0,1400.0,0.7857142857142857,3.3008849557522124,0.0,6.647540983606557,-0.6440677966101694,0.0,2021-04-01,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,Q4,7000.0,7000.0,1200.0,17.0,50.0,-0.6111111111111109,-0.336283185840708,-0.20588235294117643,-0.5327868852459017,0.11864406779661019,-0.3625,2018-10-01,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2018,Q4,8000.0,8000.0,3000.0,38.0,50.0,-0.8809523809523808,-0.5221238938053098,-0.35294117647058826,0.0,-0.4915254237288135,-0.6125,2018-10-01,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,Q3,29000.0,35000.0,2500.0,7.0,270.0,0.11111111111111113,0.3539823008849558,1.3529411764705883,-0.008196721311475454,-0.38983050847457623,-0.5875,2015-07-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2016,Q1,30000.0,91000.0,770.0,1.0,30.0,-1.0119047619047619,0.0,0.0,0.0,-0.6610169491525423,-0.6125,2016-01-01,35,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018,Q3,112000.0,124000.0,7500.0,6.0,7500.0,-0.28174603174603163,1.0176991150442478,1.088235294117647,-0.07377049180327873,0.3220338983050848,0.23750000000000004,2018-07-01,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016,Q1,25000.0,37000.0,5000.0,14.0,2300.0,-0.8055555555555554,-0.6017699115044248,0.0,-0.4836065573770492,-0.5254237288135593,1.8875000000000002,2016-01-01,19,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2018,Q4,7000.0,9000.0,690.0,8.0,60.0,-0.5198412698412698,-0.16814159292035402,-0.47058823529411764,0.0,0.983050847457627,-0.08750000000000002,2018-10-01,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2018,Q1,21000.0,29000.0,4600.0,16.0,2800.0,-0.46031746031746024,-0.2920353982300885,-0.17647058823529413,-0.319672131147541,-0.11864406779661012,0.23750000000000004,2018-01-01,43,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017,Q3,35000.0,42000.0,4300.0,10.0,2900.0,1.0793650793650793,-0.49557522123893805,0.23529411764705882,0.9262295081967212,0.5932203389830508,-0.3375,2017-07-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2017,Q3,35000.0,36000.0,5500.0,15.0,3100.0,-0.15476190476190468,-0.47787610619469034,2.2058823529411766,0.15573770491803282,0.22033898305084743,0.6125,2017-07-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,Q3,29000.0,30000.0,4500.0,15.0,1400.0,0.9841269841269841,-0.4867256637168142,0.2647058823529412,2.139344262295082,-0.10169491525423723,-0.012499999999999956,2015-07-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2017,Q2,89000.0,89000.0,3800.0,4.0,5500.0,-0.4484126984126983,-0.5663716814159293,0.0,-0.3524590163934427,-0.23728813559322032,-0.5625,2017-04-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018,Q1,5500.0,5500.0,570.0,10.0,20.0,-0.3452380952380952,-0.5132743362831859,-0.4411764705882352,-0.4672131147540984,-0.38983050847457623,-0.4875,2018-01-01,39,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020,Q1,16000.0,16000.0,1800.0,11.0,1300.0,1.9682539682539677,4.761061946902655,0.0,0.0,0.0,0.0,2020-01-01,8,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2021,Q2,22000.0,23000.0,1700.0,7.0,6000.0,0.40079365079365065,-0.3097345132743363,0.0,0.0,0.0,0.0,2021-04-01,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2017,Q3,103000.0,109000.0,17500.0,16.0,4300.0,1.234126984126984,0.43362831858407086,1.9999999999999998,1.6803278688524592,1.8135593220338981,0.03749999999999998,2017-07-01,19,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2020,Q4,38000.0,38000.0,4800.0,13.0,700.0,0.5595238095238094,-0.5398230088495576,0.23529411764705882,0.0,-0.423728813559322,-0.3375,2020-10-01,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016,Q2,40000.0,103000.0,7500.0,7.0,13500.0,1.126984126984127,0.20353982300884965,-0.20588235294117643,2.139344262295082,1.2711864406779663,-0.4125,2016-04-01,19,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016,Q3,13000.0,13500.0,920.0,7.0,990.0,-0.21031746031746032,1.0442477876106195,-0.49999999999999994,-0.13934426229508198,-0.28813559322033894,-0.21250000000000002,2016-07-01,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2020,Q1,16000.0,26000.0,1500.0,6.0,2000.0,-0.6626984126984126,-0.4513274336283186,-0.41176470588235287,0.0,-0.27118644067796605,0.08750000000000002,2020-01-01,43,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015,Q3,60000.0,62000.0,9000.0,15.0,1300.0,0.857142857142857,1.1592920353982303,1.911764705882353,2.860655737704918,1.4067796610169492,2.6875,2015-07-01,43,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015,Q4,7500.0,7500.0,750.0,10.0,,0.023809523809523864,0.9026548672566372,-0.41176470588235287,0.0,0.2542372881355932,1.9125,2015-10-01,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2021,Q1,41000.0,68000.0,3200.0,5.0,2900.0,-0.7698412698412697,-0.5663716814159293,0.0,-0.15573770491803282,-0.2542372881355932,0.0,2021-01-01,20,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020,Q4,19000.0,19000.0,5000.0,26.0,930.0,-0.4285714285714285,0.0,0.0,0.0,-0.5762711864406779,-0.3125,2020-10-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,Q4,4500.0,4500.0,260.0,6.0,30.0,0.22619047619047614,-0.47787610619469034,1.2941176470588236,-0.25409836065573776,-0.28813559322033894,-0.4125,2015-10-01,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,Q1,29000.0,32000.0,6500.0,20.0,150.0,0.23809523809523808,-0.6106194690265487,-0.49999999999999994,0.0,0.983050847457627,1.5625,2020-01-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Q4,8500.0,8500.0,3400.0,40.0,50.0,0.7460317460317459,1.5752212389380533,-0.47058823529411764,3.549180327868853,5.016949152542372,4.0625,2015-10-01,13,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020,Q3,7500.0,7500.0,690.0,9.0,1200.0,-0.3214285714285713,-0.1946902654867257,0.0,0.0,-0.6271186440677965,0.03749999999999998,2020-07-01,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2017,Q2,61000.0,78000.0,9500.0,12.0,24000.0,0.21825396825396823,0.03539823008849561,0.6176470588235292,0.7786885245901638,0.576271186440678,0.48750000000000004,2017-04-01,9,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2017,Q4,24000.0,24000.0,5500.0,23.0,2500.0,0.7539682539682541,-0.14159292035398227,-0.23529411764705882,0.5655737704918034,-0.23728813559322032,-0.11250000000000004,2017-10-01,33,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015,Q1,7500.0,10000.0,4100.0,41.0,1600.0,-0.619047619047619,-0.4601769911504425,-0.41176470588235287,0.0,3.372881355932203,2.4125,2015-01-01,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2017,Q2,20000.0,20000.0,870.0,4.0,1900.0,-0.07142857142857145,1.265486725663717,3.794117647058823,2.3688524590163933,-0.03389830508474579,-0.6125,2017-04-01,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2018,Q2,8500.0,28000.0,2300.0,8.0,5500.0,0.38492063492063483,-0.3716814159292036,0.11764705882352944,0.9098360655737705,-0.1694915254237288,0.3125,2018-04-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,Q4,19000.0,19000.0,2400.0,13.0,200.0,0.42063492063492053,0.15929203539823017,0.058823529411764684,0.6311475409836065,1.7288135593220337,-0.16249999999999998,2015-10-01,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015,Q1,51000.0,51000.0,8000.0,16.0,3100.0,-0.33730158730158727,-0.20353982300884957,0.7352941176470588,-0.2868852459016394,-0.2033898305084745,-0.16249999999999998,2015-01-01,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020,Q4,9000.0,9000.0,100.0,1.0,180.0,0.2023809523809524,0.0,-0.38235294117647056,0.0,-0.5254237288135593,-0.5375,2020-10-01,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,Q1,13000.0,14500.0,1700.0,12.0,500.0,0.0,0.0,0.0,0.0,-0.1694915254237288,1.2875,2021-01-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2018,Q1,245000.0,255000.0,39000.0,15.0,57000.0,0.7777777777777776,1.8141592920353984,2.2941176470588234,1.975409836065574,0.983050847457627,4.5875,2018-01-01,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2017,Q2,7000.0,7500.0,900.0,12.0,3100.0,0.0,0.40707964601769914,-0.23529411764705882,0.17213114754098358,0.0,0.5375000000000001,2017-04-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017,Q2,8500.0,9000.0,1100.0,12.0,2600.0,0.8611111111111109,1.584070796460177,-0.23529411764705882,-0.057377049180327884,1.033898305084746,0.2875,2017-04-01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018,Q1,13500.0,14500.0,1800.0,12.0,1900.0,0.1428571428571429,0.752212389380531,-0.3235294117647059,-0.13934426229508198,1.559322033898305,0.0625,2018-01-01,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2015,Q4,125000.0,250000.0,25000.0,10.0,13000.0,-0.1904761904761905,0.15044247787610615,0.2647058823529412,0.319672131147541,-0.35593220338983045,1.3125,2015-10-01,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2017,Q1,123000.0,125000.0,14000.0,11.0,36000.0,0.3809523809523808,0.0,-0.47058823529411764,-0.13934426229508198,0.01694915254237297,-0.2375,2017-01-01,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2020,Q3,14000.0,14000.0,1400.0,10.0,770.0,0.09523809523809532,0.7610619469026549,0.0,0.23770491803278693,0.38983050847457623,1.4125,2020-07-01,10,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
