FinalColonyCount,LogFinalToStart
45920.0,-0.19845093872383832
36120.0,-0.1743533871447778
14850.0,-0.10536051565782628
11960.0,-0.08338160893905101
4999.8,-4.000080002126295e-05
25200.0,-0.1743533871447778
16650.0,-0.10536051565782628
25110.0,-0.21072103131565253
22560.0,-0.06187540371808753
105270.0,-0.13926206733350766
241900.00000000003,-0.19845093872383818
327600.0,-0.09431067947124129
6720.0,-0.040821994520255166
4418.0,-0.06187540371808753
40320.0,-0.040821994520255166
34000.0,-0.16251892949777494
152880.0,-0.09431067947124129
13500.0,-0.10536051565782628
8700.0,-0.13926206733350766
6790.0,-0.030459207484708574
10560.0,-0.12783337150988489
21580.0,-0.18632957819149348
2852.0,-0.08338160893905101
15400.0,-0.12783337150988489
32560.0,-0.12783337150988489
7200.0,-0.040821994520255166
136800.0,-0.10536051565782628
62080.0,-0.030459207484708574
2728.0,-0.12783337150988489
10440.0,-0.13926206733350766
12615.0,-0.13926206733350766
13330.0,-0.15082288973458366
16835.0,-0.09431067947124129
32640.0,-0.040821994520255166
231400.0,-0.11653381625595151
3960.0,-0.12783337150988489
7040.0,-0.12783337150988489
6370.0,-0.09431067947124129
1552.0,-0.030459207484708574
6720.0,-0.040821994520255166
58480.0,-0.15082288973458366
200100.0,-0.13926206733350766
584800.0,-0.15082288973458366
423000.0,-0.10536051565782628
8075.0,-0.16251892949777494
6305.0,-0.030459207484708574
5700.0,-0.05129329438755058
4600.0,-0.08338160893905101
17355.0,-0.11653381625595151
7040.0,-0.12783337150988489
14760.000000000002,-0.19845093872383818
16274.999999999998,-0.0725706928348355
21060.0,-0.2484613592984996
64859.99999999999,-0.06187540371808753
106920.0,-0.21072103131565253
5390.0,-0.2613647641344075
5180.0,-0.3011050927839216
8370.0,-0.07257069283483537
17020.0,-0.08338160893905101
61880.0,-0.09431067947124129
6675.0,-0.11653381625595151
25500.0,-0.16251892949777494
129000.0,-0.15082288973458366
13795.0,-0.11653381625595151
7350.0,-0.020202707317519466
9960.0,-0.18632957819149348
118320.0,-0.13926206733350766
5280.0,-0.12783337150988489
26100.0,-0.10536051565782628
3492.0,-0.030459207484708574
2262.0,-0.2484613592984996
223199.99999999997,-0.07257069283483562
6750.0,-0.10536051565782628
5720.0,-0.12783337150988489
2914.0,-0.06187540371808753
27060.000000000004,-0.19845093872383818
3713.0,-0.23572233352106983
5720.0,-0.12783337150988489
49140.0,-0.09431067947124129
3072.0,-0.040821994520255166
2156.0,-0.020202707317519466
5040.0,-0.1743533871447778
27600.0,-0.08338160893905101
6675.0,-0.11653381625595151
15499.6,-2.580678460507665e-05
59520.0,-0.040821994520255166
5390.0,-0.2613647641344075
41580.0,-0.01005033585350145
1862.0,-0.020202707317519466
64610.0,-0.09431067947124129
67900.0,-0.030459207484708574
2976.0,-0.07257069283483537
591600.0,-0.13926206733350766
26040.0,-0.07257069283483537
52250.0,-0.05129329438755058
5060.0,-0.08338160893905101
9625.0,-0.2613647641344075
138840.0,-0.11653381625595151
5320.0,-0.2744368457017603
8700.0,-0.13926206733350766
1071600.0,-0.06187540371808753
72240.0,-0.1743533871447778
4900.0,-0.35667494393873245
26240.000000000004,-0.19845093872383818
7395.0,-0.13926206733350766
83660.0,-0.11653381625595151
50560.0,-0.23572233352106983
26240.000000000004,-0.19845093872383818
22910.0,-0.23572233352106983
6045.0,-0.07257069283483537
5005.0,-0.2613647641344075
61880.0,-0.09431067947124129
4875.0,-0.2876820724517809
13485.0,-0.07257069283483537
5785.0,-0.11653381625595151
269700.0,-0.13926206733350766
171900.0,-0.10536051565782628
13365.0,-0.01005033585350145
39770.0,-0.030459207484708574
29760.0,-0.040821994520255166
93120.0,-0.040821994520255166
10800.0,-0.10536051565782628
7650.0,-0.10536051565782628
7500.0,-0.2876820724517809
12825.0,-0.05129329438755058
17000.0,-0.16251892949777494
6300.0,-0.10536051565782628
5520.0,-0.08338160893905101
9960.0,-0.18632957819149348
191400.0,-0.13926206733350766
13430.0,-0.23572233352106983
13350.0,-0.11653381625595151
107880.0,-0.13926206733350766
3069.0,-0.01005033585350145
4000.0,-0.2231435513142097
5395.0,-0.18632957819149348
5060.0,-0.08338160893905101
236500.0,-0.15082288973458366
11745.0,-0.21072103131565253
219300.0,-0.15082288973458366
12750.0,-0.16251892949777494
18480.0,-0.1743533871447778
8190.0,-0.09431067947124129
23500.0,-0.06187540371808753
1174500.0,-0.13926206733350766
93000.0,-0.07257069283483537
660000.0,-0.12783337150988489
3344.0,-0.12783337150988489
9800.0,-0.020202707317519466
9460.0,-0.15082288973458366
6090.0,-0.13926206733350766
1653.0,-0.13926206733350766
11750.0,-0.06187540371808753
116249.99999999999,-0.0725706928348355
25480.0,-0.09431067947124129
11880.0,-0.01005033585350145
30030.0,-0.09431067947124129
15035.0,-0.030459207484708574
44620.0,-0.030459207484708574
47840.0,-0.08338160893905101
92340.0,-0.21072103131565253
6560.000000000001,-0.19845093872383818
20580.0,-0.020202707317519466
6045.0,-0.07257069283483537
17860.0,-0.06187540371808753
268400.0,-0.12783337150988489
13350.0,-0.11653381625595151
24700.0,-0.05129329438755058
67450.0,-0.05129329438755058
8360.0,-0.12783337150988489
20880.0,-0.13926206733350766
28500.0,-0.05129329438755058
16465.0,-0.11653381625595151
11625.0,-0.2876820724517809
14400.0,-0.040821994520255166
85680.0,-0.1743533871447778
13485.0,-0.07257069283483537
99510.0,-0.07257069283483537
4980.0,-0.18632957819149348
11760.0,-0.020202707317519466
5670.0,-0.21072103131565253
18720.0,-0.040821994520255166
18800.0,-0.06187540371808753
6750.0,-0.10536051565782628
1128000.0,-0.06187540371808753
29120.0,-0.09431067947124129
10350.0,-0.10536051565782628
65960.0,-0.030459207484708574
6480.0,-0.21072103131565253
2450.0,-0.020202707317519466
17998.5,-8.333680574845967e-05
5070.0,-0.2484613592984996
6370.0,-0.09431067947124129
181240.0,-0.08338160893905101
13600.0,-0.2231435513142097
6525.0,-0.13926206733350766
3960.0,-0.01005033585350145
8800.0,-0.12783337150988489
7290.000000000001,-0.21072103131565253
11610.0,-0.15082288973458366
19500.0,-0.2484613592984996
36860.0,-0.030459207484708574
8140.0,-0.3011050927839216
11745.0,-0.21072103131565253
23250.0,-0.07257069283483537
24750.0,-0.01005033585350145
5655.0,-0.13926206733350766
6650.0,-0.05129329438755058
84000.0,-0.1743533871447778
10440.0,-0.13926206733350766
17850.0,-0.16251892949777494
83660.0,-0.11653381625595151
11880.0,-0.01005033585350145
14560.0,-0.09431067947124129
69840.0,-0.030459207484708574
81780.0,-0.13926206733350766
62720.0,-0.020202707317519466
7310.0,-0.15082288973458366
3120.0,-0.6539264674066639
6840.0,-0.3285040669720361
2821.0,-0.09431067947124129
13950.0,-0.10536051565782628
8930.0,-0.06187540371808753
13430.0,-0.23572233352106983
1224000.0,-0.16251892949777494
531000.0,-0.10536051565782628
3220.0,-0.08338160893905101
5655.0,-0.13926206733350766
2812.0,-0.3011050927839216
3680.0,-0.08338160893905101
5810.0,-0.18632957819149348
4960.0,-0.4780358009429998
26970.0,-0.07257069283483537
29700.0,-0.01005033585350145
105280.0,-0.06187540371808753
21500.0,-0.15082288973458366
6440.0,-0.08338160893905101
17640.0,-0.1743533871447778
31500.0,-0.10536051565782628
29750.0,-0.16251892949777494
24650.0,-0.16251892949777494
85440.0,-0.040821994520255166
4950.0,-0.10536051565782628
14240.0,-0.11653381625595151
20460.0,-0.07257069283483537
86520.0,-0.1743533871447778
33060.0,-0.13926206733350766
37200.0,-0.07257069283483537
12090.0,-0.07257069283483537
15040.0,-0.06187540371808753
51000.0,-0.16251892949777494
6750.0,-0.10536051565782628
38950.0,-0.05129329438755058
14060.0,-0.3011050927839216
4230.0,-0.06187540371808753
23200.0,-0.2231435513142097
5100.0,-0.5108256237659907
6825.0,-0.09431067947124129
53680.0,-0.12783337150988489
18480.0,-0.2613647641344075
4425.000000000001,-0.5276327420823718
19200.0,-0.040821994520255166
7820.0,-0.08338160893905101
16530.0,-0.13926206733350766
42840.0,-0.1743533871447778
8910.0,-0.01005033585350145
11440.0,-0.12783337150988489
208250.0,-0.16251892949777494
6160.0,-0.12783337150988489
7480.0,-0.12783337150988489
11880.0,-0.12783337150988489
112500.0,-0.10536051565782628
109470.0,-0.11653381625595151
12600.0,-0.10536051565782628
399900.0,-0.07257069283483537
19360.0,-0.12783337150988489
13600.0,-0.2231435513142097
158650.0,-0.05129329438755058
8085.0,-0.2613647641344075
130199.99999999999,-0.0725706928348355
34998.6,-4.000080002137398e-05
17998.5,-8.333680574845967e-05
142680.0,-0.13926206733350766
7310.0,-0.15082288973458366
10005.0,-0.13926206733350766
18315.0,-0.01005033585350145
51700.0,-0.06187540371808753
8190.0,-0.09431067947124129
149520.0,-0.11653381625595151
12350.0,-0.05129329438755058
7650.0,-0.10536051565782628
200000.0,-0.2231435513142097
1482.0,-0.2484613592984996
35280.0,-0.020202707317519466
53010.0,-0.07257069283483537
4550.0,-0.09431067947124129
10120.0,-0.08338160893905101
13350.0,-0.11653381625595151
1815.0000000000002,-0.5978370007556204
3492.0,-0.030459207484708574
1914.0,-0.13926206733350766
15190.0,-0.020202707317519466
1881.0,-0.01005033585350145
15130.0,-0.11653381625595151
49500.0,-0.01005033585350145
30260.0,-0.11653381625595151
137060.0,-0.11653381625595151
10560.0,-0.040821994520255166
97200.0,-0.10536051565782628
3600.0,-0.7339691750802004
5040.0,-0.1743533871447778
6974.999999999999,-0.07257069283483562
4675.0,-0.16251892949777494
64320.0,-0.040821994520255166
56420.0,-0.09431067947124129
24570.0,-0.09431067947124129
12015.0,-0.11653381625595151
48760.0,-0.08338160893905101
14519.999999999998,-0.41551544396166595
4785.0,-0.13926206733350766
101080.0,-0.2744368457017603
5775.0,-0.2613647641344075
36660.0,-0.06187540371808753
39770.0,-0.030459207484708574
12600.0,-0.10536051565782628
178000.0,-0.11653381625595151
13580.0,-0.030459207484708574
9000.0,-0.10536051565782628
18525.0,-0.05129329438755058
14685.0,-0.11653381625595151
2701.0,-0.31471074483970024
18720.0,-0.040821994520255166
76950.0,-0.05129329438755058
3948.0,-0.1743533871447778
92880.0,-0.15082288973458366
48020.0,-0.020202707317519466
5265.0,-0.21072103131565253
73800.0,-0.10536051565782628
10290.0,-0.020202707317519466
90090.0,-0.09431067947124129
3533.9999999999995,-0.07257069283483562
13050.0,-0.10536051565782628
21120.0,-0.12783337150988489
3600.0,-0.5108256237659907
6720.0,-0.040821994520255166
286000.0,-0.12783337150988489
26970.0,-0.07257069283483537
14685.0,-0.11653381625595151
6400.0,-0.2231435513142097
15770.0,-0.18632957819149348
12285.0,-0.09431067947124129
21120.0,-0.12783337150988489
7565.0,-0.11653381625595151
70300.0,-0.05129329438755058
4005.0,-0.11653381625595151
6035.0,-0.342490308946776
83660.0,-0.06187540371808753
14519.999999999998,-0.41551544396166595
27720.0,-0.01005033585350145
53200.0,-0.05129329438755058
969000.0,-0.16251892949777494
3699.0,-0.00027030679986182017
89440.0,-0.15082288973458366
4970.0,-0.342490308946776
12740.0,-0.09431067947124129
19250.0,-0.2613647641344075
50880.0,-0.040821994520255166
2975.0,-1.0498221244986778
19320.0,-0.08338160893905101
23490.0,-0.13926206733350766
2738.0,-0.3011050927839216
4312.0,-0.020202707317519466
109470.0,-0.11653381625595151
21120.0,-0.12783337150988489
27000.0,-0.10536051565782628
3960.0,-0.01005033585350145
93500.0,-0.16251892949777494
47500.0,-0.05129329438755058
666000.0,-0.10536051565782628
6480.0,-0.21072103131565253
42770.0,-0.09431067947124129
13800.0,-0.08338160893905101
15415.169095092024,-0.0054879931310648725
26400.0,-0.12783337150988489
20580.0,-0.020202707317519466
5160.0,-0.15082288973458366
2565.0,-0.05129329438755058
11840.0,-0.3011050927839216
48500.0,-0.030459207484708574
14560.0,-0.09431067947124129
18200.0,-0.09431067947124129
6560.000000000001,-0.19845093872383818
17860.0,-0.06187540371808753
13430.0,-0.23572233352106983
38000.0,-0.05129329438755058
14570.0,-0.06187540371808753
657000.0,-0.10536051565782628
18315.0,-0.01005033585350145
6900.0,-0.08338160893905101
6370.0,-0.09431067947124129
7520.0,-0.06187540371808753
5160.0,-0.15082288973458366
46560.0,-0.030459207484708574
6930.0,-0.01005033585350145
4920.0,-0.19845093872383832
7505.0,-0.23572233352106983
8100.000000000001,-0.21072103131565253
6045.0,-0.07257069283483537
45600.0,-0.05129329438755058
99600.0,-0.18632957819149348
989000.0,-0.15082288973458366
84550.0,-0.05129329438755058
19305.0,-0.01005033585350145
936000.0,-0.10536051565782628
14850.0,-0.01005033585350145
24250.0,-0.030459207484708574
26970.0,-0.07257069283483537
211500.0,-0.10536051565782628
16274.999999999998,-0.0725706928348355
101200.0,-0.12783337150988489
86330.0,-0.030459207484708574
86450.0,-0.09431067947124129
15470.0,-0.09431067947124129
5775.0,-0.2613647641344075
2910.0,-0.030459207484708574
154860.0,-0.13926206733350766
17800.0,-0.11653381625595151
5390.0,-0.2613647641344075
95040.0,-0.12783337150988489
8100.0,-0.10536051565782628
22040.0,-0.2744368457017603
6560.000000000001,-0.19845093872383818
3959.9999999999995,-0.41551544396166595
48500.0,-0.030459207484708574
64610.0,-0.09431067947124129
31619.999999999996,-0.0725706928348355
7050.0,-0.06187540371808753
29370.0,-0.11653381625595151
60900.0,-0.13926206733350766
87420.0,-0.07257069283483537
15040.0,-0.06187540371808753
70840.0,-0.08338160893905101
3861.0,-0.01005033585350145
4290.0,-0.2484613592984996
29240.0,-0.15082288973458366
14245.0,-0.2613647641344075
182450.0,-0.11653381625595151
21160.0,-0.08338160893905101
3905.0,-0.342490308946776
22910.0,-0.23572233352106983
10440.0,-0.13926206733350766
93600.0,-0.10536051565782628
53760.0,-0.040821994520255166
53100.0,-0.10536051565782628
13300.0,-0.05129329438755058
15575.0,-0.11653381625595151
49500.0,-0.01005033585350145
73920.0,-0.12783337150988489
23280.0,-0.030459207484708574
24839.999999999996,-0.37106368139083207
17745.0,-0.09431067947124129
15180.0,-0.08338160893905101
327750.0,-0.05129329438755058
9025.0,-0.05129329438755058
77430.0,-0.13926206733350766
5810.0,-0.18632957819149348
13280.0,-0.18632957819149348
76800.0,-0.040821994520255166
21120.0,-0.12783337150988489
30960.0,-0.15082288973458366
10350.0,-0.10536051565782628
211200.0,-0.12783337150988489
9360.0,-0.6539264674066639
87360.0,-0.040821994520255166
7275.0,-0.030459207484708574
7840.0,-0.020202707317519466
91800.0,-0.10536051565782628
53070.0,-0.13926206733350766
5880.0,-0.1743533871447778
17280.0,-0.040821994520255166
39600.0,-0.01005033585350145
113740.0,-0.06187540371808753
342650.0,-0.11653381625595151
15180.0,-0.08338160893905101
6930.0,-0.01005033585350145
52510.0,-0.11653381625595151
6045.0,-0.07257069283483537
271450.0,-0.11653381625595151
3492.0,-0.030459207484708574
19800.0,-0.10536051565782628
3572.0,-0.2744368457017603
3458.0,-0.09431067947124129
5940.0,-0.01005033585350145
400400.0,-0.12783337150988489
82810.0,-0.09431067947124129
8930.0,-0.06187540371808753
6045.0,-0.07257069283483537
104500.0,-0.05129329438755058
61640.0,-0.08338160893905101
7280.0,-0.09431067947124129
7125.0,-0.05129329438755058
654500.0,-0.16251892949777494
11960.0,-0.08338160893905101
93120.0,-0.040821994520255166
5390.0,-0.2613647641344075
6580.0,-0.06187540371808753
19140.0,-0.13926206733350766
42320.0,-0.08338160893905101
6600.0,-0.12783337150988489
12740.0,-0.09431067947124129
14570.0,-0.06187540371808753
9310.0,-0.020202707317519466
1174500.0,-0.13926206733350766
52800.0,-0.12783337150988489
129719.99999999999,-0.06187540371808753
7290.000000000001,-0.21072103131565253
1880.0,-0.06187540371808753
14240.0,-0.11653381625595151
2573.0,-0.18632957819149348
44880.0,-0.12783337150988489
14260.0,-0.08338160893905101
22770.0,-0.01005033585350145
7050.0,-0.06187540371808753
5880.0,-0.1743533871447778
6580.0,-0.06187540371808753
7760.0,-0.030459207484708574
13500.0,-0.10536051565782628
117920.0,-0.12783337150988489
5520.0,-0.08338160893905101
23040.0,-0.040821994520255166
10350.0,-0.10536051565782628
25480.0,-0.020202707317519466
2738.0,-0.3011050927839216
32300.0,-0.05129329438755058
15015.0,-0.09431067947124129
4275.0,-0.05129329438755058
107500.0,-0.15082288973458366
7125.0,-0.05129329438755058
14685.0,-0.11653381625595151
17205.0,-0.07257069283483537
13365.0,-0.21072103131565253
338400.0,-0.06187540371808753
12090.0,-0.07257069283483537
70500.0,-0.06187540371808753
45760.0,-0.12783337150988489
1722.0000000000002,-0.19845093872383818
15980.0,-0.06187540371808753
100800.0,-0.040821994520255166
24250.0,-0.030459207484708574
113970.0,-0.13926206733350766
1881.0,-0.01005033585350145
14240.0,-0.11653381625595151
6440.0,-0.08338160893905101
4950.0,-0.10536051565782628
48500.0,-0.030459207484708574
34440.0,-0.19845093872383832
76560.0,-0.13926206733350766
131130.0,-0.07257069283483537
28350.000000000004,-0.21072103131565253
3872.0,-0.12783337150988489
58960.0,-0.12783337150988489
90090.0,-0.09431067947124129
12600.0,-0.10536051565782628
19360.0,-0.12783337150988489
265500.0,-0.10536051565782628
616000.0,-0.12783337150988489
41800.0,-0.05129329438755058
531000.0,-0.10536051565782628
5760.0,-0.3285040669720361
4440.0,-0.3011050927839216
18900.0,-0.10536051565782628
10080.0,-0.040821994520255166
7120.0,-0.11653381625595151
6045.0,-0.07257069283483537
11640.0,-0.030459207484708574
8280.0,-0.08338160893905101
74690.0,-0.030459207484708574
26240.000000000004,-0.19845093872383818
2134.0,-0.030459207484708574
29920.0,-0.12783337150988489
19360.0,-0.12783337150988489
15520.0,-0.030459207484708574
87300.0,-0.10536051565782628
14025.0,-0.16251892949777494
13365.0,-0.21072103131565253
21870.0,-0.21072103131565253
15675.0,-0.05129329438755058
12750.0,-0.2876820724517809
23000.0,-0.08338160893905101
5520.0,-0.08338160893905101
66880.0,-0.12783337150988489
5335.0,-0.030459207484708574
23250.0,-0.07257069283483537
169420.0,-0.15082288973458366
267000.0,-0.11653381625595151
13760.0,-0.15082288973458366
1815.0000000000002,-0.5978370007556204
90480.0,-0.13926206733350766
5250.0,-0.2876820724517809
9310.0,-0.020202707317519466
24300.0,-0.10536051565782628
52640.0,-0.06187540371808753
88740.0,-0.13926206733350766
6240.0,-0.040821994520255166
7200.0,-0.040821994520255166
77080.0,-0.06187540371808753
6045.0,-0.07257069283483537
443700.0,-0.13926206733350766
10875.0,-0.13926206733350766
43860.0,-0.15082288973458366
6090.0,-0.13926206733350766
11760.0,-0.020202707317519466
5040.0,-0.1743533871447778
9200.0,-0.08338160893905101
45240.0,-0.13926206733350766
203350.0,-0.18632957819149348
26680.0,-0.08338160893905101
15640.0,-0.08338160893905101
43680.0,-0.09431067947124129
4018.0,-0.020202707317519466
11310.0,-0.2484613592984996
9775.0,-0.16251892949777494
24300.0,-0.21072103131565253
14760.000000000002,-0.19845093872383818
20930.0,-0.09431067947124129
43200.0,-0.2231435513142097
7040.0,-0.12783337150988489
26970.0,-0.13926206733350766
14260.0,-0.08338160893905101
4263.0,-0.13926206733350766
3080.0,-0.12783337150988489
5390.0,-0.020202707317519466
72000.0,-0.040821994520255166
11625.0,-0.07257069283483537
15050.0,-0.15082288973458366
6675.0,-0.11653381625595151
7275.0,-0.030459207484708574
13950.0,-0.10536051565782628
265500.0,-0.10536051565782628
216000.0,-0.10536051565782628
39600.0,-0.10536051565782628
15470.0,-0.09431067947124129
17500.0,-0.35667494393873245
114750.0,-0.16251892949777494
59150.0,-0.09431067947124129
9100.0,-0.09431067947124129
4950.0,-0.10536051565782628
25500.0,-0.16251892949777494
11040.0,-0.08338160893905101
5115.0,-0.07257069283483537
17575.0,-0.05129329438755058
12555.0,-0.07257069283483537
3404.0,-0.08338160893905101
11005.0,-0.342490308946776
3410.0,-0.4780358009429998
8085.0,-0.2613647641344075
26680.0,-0.08338160893905101
19250.0,-0.2613647641344075
6300.0,-0.10536051565782628
4980.0,-0.18632957819149348
7410.0,-0.2484613592984996
6370.0,-0.09431067947124129
7125.0,-0.05129329438755058
18200.0,-0.09431067947124129
5760.0,-0.040821994520255166
27260.0,-0.06187540371808753
21250.0,-0.16251892949777494
9085.0,-0.23572233352106983
26680.0,-0.08338160893905101
26190.0,-0.030459207484708574
93100.0,-0.05129329438755058
51410.0,-0.030459207484708574
